ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date,entry_price,entry_date
XMHQ,"['DAILY_TOP', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00   90.650002  ...   89.529999   89.529999
1   2025-04-24 13:30:00+00:00   89.919998  ...   94.028398   87.381598
2   2025-04-25 13:30:00+00:00   91.360001  ...   93.594673   88.431990
3   2025-04-28 13:30:00+00:00   91.680000  ...   93.453703   88.961295
4   2025-04-29 13:30:00+00:00   91.430000  ...   93.742045   89.197952
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  102.779999  ...  105.409849  101.842150
176 2026-01-05 14:30:00+00:00  104.260002  ...  105.788945  101.727054
177 2026-01-06 14:30:00+00:00  105.720001  ...  106.466571  101.493429
178 2026-01-07 14:30:00+00:00  107.220001  ...  106.777960  101.619039
179 2026-01-08 18:26:35+00:00  106.320000  ...  106.943520  101.919480

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  104.389999  ...  104.750000  104.750000
1   2025-12-29 14:35:00+00:00  104.667999  ...  104.877989  104.482011
2   2025-12-29 14:45:00+00:00  104.538803  ...  104.847835  104.418035
3   2025-12-29 14:50:00+00:00  104.385696  ...  104.866327  104.283075
4   2025-12-29 14:55:00+00:00  104.320000  ...  104.852561  104.206920
..                        ...         ...  ...         ...         ...
576 2026-01-08 18:05:00+00:00  106.540001  ...  106.677226  106.412741
577 2026-01-08 18:10:00+00:00  106.525002  ...  106.672761  106.403206
578 2026-01-08 18:15:00+00:00  106.449997  ...  106.672472  106.404125
579 2026-01-08 18:20:00+00:00  106.515999  ...  106.670473  106.395124
580 2026-01-08 18:26:35+00:00  106.470001  ...  106.670959  106.390408

[581 rows x 14 columns]",180,581,"[17, 49, 64, 97, 116, 129, 141, 168, 177]","[0, 22, 38, 56, 69, 107, 118, 147, 174]",[],"[278, 301]",,103.03500366210938,,"{'DAILY_TOP': {'sl': np.float64(108.39713777814593), 'tp': np.float64(102.61572810581751), 'entry': 106.47000122070312, 'desc': 'Daily top confirmed near $107.27. Entry (short): $106.47.'}}",,106.47000122070312,2026-01-08,,
XMLV,"['BREAKOUT_UP', 'DAILY_TOP', 'NINE_DAY_HIGH', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  60.310001  ...  59.590000  59.590000
1   2025-04-24 13:30:00+00:00  59.669998  ...  60.566246  59.123753
2   2025-04-25 13:30:00+00:00  59.869999  ...  60.337492  59.222508
3   2025-04-28 13:30:00+00:00  59.650002  ...  60.314487  59.335513
4   2025-04-29 13:30:00+00:00  59.869999  ...  60.463600  59.348399
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  62.389999  ...  63.618113  62.064888
176 2026-01-05 14:30:00+00:00  62.380001  ...  63.624968  62.077032
177 2026-01-06 14:30:00+00:00  62.680000  ...  63.658467  62.098533
178 2026-01-07 14:30:00+00:00  63.189999  ...  63.624422  62.195578
179 2026-01-08 18:34:36+00:00  62.630001  ...  63.643038  62.327962

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  63.000000  ...  63.000000  63.000000
1   2025-12-29 14:35:00+00:00  63.000000  ...  63.000000  63.000000
2   2025-12-29 14:55:00+00:00  62.849998  ...  63.123206  62.776793
3   2025-12-29 15:05:00+00:00  62.919998  ...  63.087069  62.797929
4   2025-12-29 15:20:00+00:00  62.992001  ...  63.094938  62.817020
..                        ...        ...  ...        ...        ...
296 2026-01-08 17:35:00+00:00  63.524601  ...  63.922591  62.723050
297 2026-01-08 17:45:00+00:00  63.520000  ...  63.915682  62.798958
298 2026-01-08 17:50:00+00:00  63.566200  ...  63.903694  62.884447
299 2026-01-08 18:10:00+00:00  63.615200  ...  63.813314  63.073346
300 2026-01-08 18:34:36+00:00  63.580002  ...  63.705741  63.257919

[301 rows x 14 columns]",180,301,"[18, 35, 49, 61, 84, 97, 110, 125, 140, 152, 165, 179]","[0, 21, 38, 56, 69, 104, 118, 131, 132, 147, 159, 174]","[4, 22, 65, 93, 141, 174, 195, 239, 296]","[14, 77, 107, 152, 214, 215, 244, 279]",63.630001068115234,61.959999084472656,,"{'DAILY_TOP': {'sl': np.float64(64.13571548461914), 'tp': np.float64(62.46857452392578), 'entry': 63.58000183105469, 'desc': 'Daily top confirmed near $63.63. Entry (short): $63.58.'}, 'BREAKOUT_UP': {'sl': np.float64(63.0042839050293), 'tp': np.float64(64.73143768310547), 'entry': 63.58000183105469, 'desc': 'Breakout above 20-day high ($63.51). Entry: $63.58.'}}",,63.58000183105469,2026-01-08,,
XMMO,"['DAILY_TOP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  112.889999  ...  111.550003  111.550003
1   2025-04-24 13:30:00+00:00  111.839996  ...  116.182396  109.337608
2   2025-04-25 13:30:00+00:00  113.660004  ...  115.994420  110.358917
3   2025-04-28 13:30:00+00:00  114.410004  ...  116.381751  110.773252
4   2025-04-29 13:30:00+00:00  114.239998  ...  117.047172  110.936831
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  139.229996  ...  142.708800  136.620199
176 2026-01-05 14:30:00+00:00  140.630005  ...  142.840459  136.740541
177 2026-01-06 14:30:00+00:00  140.910004  ...  143.323583  136.701415
178 2026-01-07 14:30:00+00:00  142.940002  ...  143.604712  136.767287
179 2026-01-08 18:35:34+00:00  142.309998  ...  143.564156  136.959842

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  140.860001  ...  141.380005  141.380005
1   2025-12-29 14:35:00+00:00  141.460007  ...  141.402869  141.332132
2   2025-12-29 14:40:00+00:00  141.229996  ...  141.430707  141.255959
3   2025-12-29 14:45:00+00:00  141.130005  ...  141.682497  140.781851
4   2025-12-29 14:50:00+00:00  140.901505  ...  141.625441  140.750035
..                        ...         ...  ...         ...         ...
586 2026-01-08 18:15:00+00:00  139.899994  ...  140.319042  139.894015
587 2026-01-08 18:20:00+00:00  139.985001  ...  140.300230  139.873827
588 2026-01-08 18:25:00+00:00  139.919495  ...  140.281530  139.856527
589 2026-01-08 18:30:00+00:00  139.910004  ...  140.286475  139.826481
590 2026-01-08 18:35:34+00:00  139.759995  ...  140.283459  139.782497

[591 rows x 14 columns]",180,591,"[17, 49, 97, 116, 129, 141, 152, 161, 177]","[0, 118, 126, 147, 165, 174]","[0, 245, 321, 373, 459]","[16, 229, 283, 313, 389, 473]",143.17999267578125,138.30999755859375,,"{'DAILY_TOP': {'sl': np.float64(144.93999481201172), 'tp': np.float64(129.39999389648438), 'entry': 139.75999450683594, 'desc': 'Daily top confirmed near $143.18. Entry (short): $139.76.'}}",,139.75999450683594,2026-01-08,,
XNTK,"['HALFYEARLY_UP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  186.809998  ...  185.339996  185.339996
1   2025-04-24 13:30:00+00:00  186.860001  ...  198.490663  179.059340
2   2025-04-25 13:30:00+00:00  192.130005  ...  200.711448  180.941882
3   2025-04-28 13:30:00+00:00  195.100006  ...  201.209522  182.705479
4   2025-04-29 13:30:00+00:00  195.940002  ...  201.654154  183.945846
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  282.119995  ...  290.472646  270.305357
176 2026-01-05 14:30:00+00:00  283.480011  ...  290.565896  270.320109
177 2026-01-06 14:30:00+00:00  283.429993  ...  290.771713  270.253293
178 2026-01-07 14:30:00+00:00  285.149994  ...  290.827205  270.235801
179 2026-01-08 18:30:12+00:00  285.350006  ...  290.270290  270.376735

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  280.450012  ...  280.589996  280.589996
1   2025-12-29 14:35:00+00:00  281.716705  ...  282.746758  279.559944
2   2025-12-29 14:40:00+00:00  281.940002  ...  282.862830  279.968306
3   2025-12-29 14:45:00+00:00  281.694000  ...  282.699264  280.271134
4   2025-12-29 15:05:00+00:00  280.440186  ...  282.715318  279.805275
..                        ...         ...  ...         ...         ...
446 2026-01-08 17:40:00+00:00  282.470001  ...  282.649369  281.363784
447 2026-01-08 17:45:00+00:00  282.644989  ...  282.742471  281.336182
448 2026-01-08 17:50:00+00:00  282.700012  ...  282.815895  281.303950
449 2026-01-08 18:20:00+00:00  282.220612  ...  282.803753  281.305155
450 2026-01-08 18:30:12+00:00  282.380188  ...  282.791975  281.418953

[451 rows x 14 columns]",180,451,"[15, 131, 160]","[0, 147, 165]","[2, 84, 155, 174, 241, 303]","[5, 71, 133, 170, 207, 263, 313, 351]",285.4700012207031,277.8800048828125,,{},,282.38018798828125,2026-01-08,,
XOM,"['INTRADAY_TOP', 'MONTHLY_UP', 'RECENT_WEEKLY_TOP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  108.809998  ...  107.370003  107.370003
1   2025-04-24 13:30:00+00:00  107.970001  ...  109.781901  106.218099
2   2025-04-25 13:30:00+00:00  108.139999  ...  109.611543  106.768456
3   2025-04-28 13:30:00+00:00  108.750000  ...  109.541284  107.058714
4   2025-04-29 13:30:00+00:00  107.739998  ...  109.388323  107.235676
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  120.089996  ...  122.319716  114.610285
176 2026-01-05 14:30:00+00:00  125.209999  ...  123.753153  113.998848
177 2026-01-06 14:30:00+00:00  125.349998  ...  123.940787  114.262214
178 2026-01-07 14:30:00+00:00  119.800003  ...  123.850829  114.603172
179 2026-01-08 18:27:46+00:00  118.980003  ...  124.244327  114.625674

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  120.150002  ...  120.239998  120.239998
1   2025-12-29 14:35:00+00:00  120.239998  ...  120.797669  119.072326
2   2025-12-29 14:40:00+00:00  119.621902  ...  120.537699  119.128963
3   2025-12-29 14:45:00+00:00  119.629997  ...  120.397579  119.242416
4   2025-12-29 14:50:00+00:00  119.790001  ...  120.406852  119.325146
..                        ...         ...  ...         ...         ...
590 2026-01-08 18:10:00+00:00  122.250000  ...  122.334199  120.799051
591 2026-01-08 18:15:00+00:00  122.364998  ...  122.465912  120.790327
592 2026-01-08 18:20:00+00:00  122.419998  ...  122.584539  120.794700
593 2026-01-08 18:25:00+00:00  122.464302  ...  122.680710  120.822529
594 2026-01-08 18:27:46+00:00  122.410004  ...  122.735710  120.900029

[595 rows x 14 columns]",180,595,"[1, 3, 14, 40, 54, 66, 90, 108, 140, 160, 161, 176]","[8, 30, 46, 59, 75, 93, 122, 136, 150, 164, 178]","[16, 312, 340, 491, 492, 493, 529, 592]","[1, 2, 236, 310, 468, 515, 545]",125.68910217285156,118.30500030517578,,{},,122.41000366210938,2026-01-08,,
XONE,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  49.660000  ...  49.654999  49.654999
1   2025-04-24 13:30:00+00:00  49.660000  ...  49.683711  49.641286
2   2025-04-25 13:30:00+00:00  49.680000  ...  49.735195  49.621469
3   2025-04-28 13:30:00+00:00  49.700001  ...  49.760712  49.621786
4   2025-04-29 13:30:00+00:00  49.740002  ...  49.782875  49.623123
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  49.549999  ...  49.697023  49.479877
176 2026-01-05 14:30:00+00:00  49.560001  ...  49.694630  49.486771
177 2026-01-06 14:30:00+00:00  49.549999  ...  49.693267  49.491133
178 2026-01-07 14:30:00+00:00  49.570000  ...  49.691260  49.496640
179 2026-01-08 18:31:12+00:00  49.549999  ...  49.689143  49.501757

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  49.669998  ...  49.674999  49.674999
1   2025-12-29 14:35:00+00:00  49.674999  ...  49.684572  49.670427
2   2025-12-29 14:40:00+00:00  49.670101  ...  49.684933  49.665134
3   2025-12-29 14:45:00+00:00  49.674999  ...  49.683717  49.667199
4   2025-12-29 14:50:00+00:00  49.679901  ...  49.684529  49.668164
..                        ...        ...  ...        ...        ...
407 2026-01-08 17:55:00+00:00  49.555000  ...  49.564510  49.552721
408 2026-01-08 18:00:00+00:00  49.555000  ...  49.564367  49.552526
409 2026-01-08 18:05:00+00:00  49.559898  ...  49.564367  49.552526
410 2026-01-08 18:25:00+00:00  49.554600  ...  49.564367  49.552526
411 2026-01-08 18:31:12+00:00  49.555000  ...  49.564284  49.552130

[412 rows x 14 columns]",180,412,"[5, 26, 46, 66, 67, 68, 89, 109, 110, 129, 152, 172]","[14, 28, 50, 71, 90, 111, 112, 134, 153, 173]","[39, 42, 43, 44, 45, 46, 48, 49, 50, 51]",[],49.68000030517578,,,{},,49.55500030517578,2026-01-08,,
XOP,"['INTRADAY_TOP', 'RECENT_WEEKLY_BOTTOM', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-04-23 13:30:00+00:00  112.779999  ...  111.589996  111.589996
1   2025-04-24 13:30:00+00:00  112.470001  ...  113.848769  110.511224
2   2025-04-25 13:30:00+00:00  111.489998  ...  114.399998  110.759996
3   2025-04-28 13:30:00+00:00  113.160004  ...  115.698948  110.521045
4   2025-04-29 13:30:00+00:00  113.190002  ...  115.623509  110.916488
..                        ...         ...  ...         ...         ...
175 2026-01-02 14:30:00+00:00  126.389999  ...  137.807770  120.884231
176 2026-01-05 14:30:00+00:00  131.259995  ...  136.691589  121.102412
177 2026-01-06 14:30:00+00:00  127.580002  ...  135.341930  121.337071
178 2026-01-07 14:30:00+00:00  126.209999  ...  134.533556  121.128444
179 2026-01-08 18:24:15+00:00  124.349998  ...  133.387809  121.569191

[180 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-29 14:30:00+00:00  125.730003  ...  126.574997  126.574997
1   2025-12-29 14:35:00+00:00  126.459999  ...  127.050385  125.579612
2   2025-12-29 14:40:00+00:00  125.790001  ...  126.944149  125.329182
3   2025-12-29 14:45:00+00:00  125.730003  ...  126.834468  125.195531
4   2025-12-29 14:50:00+00:00  125.584999  ...  126.719187  125.298812
..                        ...         ...  ...         ...         ...
587 2026-01-08 18:05:00+00:00  127.250000  ...  127.345653  125.091846
588 2026-01-08 18:10:00+00:00  127.250000  ...  127.466036  125.139963
589 2026-01-08 18:15:00+00:00  127.220001  ...  127.599428  125.201570
590 2026-01-08 18:20:00+00:00  127.394997  ...  127.727038  125.267961
591 2026-01-08 18:24:15+00:00  127.500000  ...  127.835622  125.338377

[592 rows x 14 columns]",180,592,"[14, 38, 54, 66, 90, 108, 127, 140, 157, 175]","[5, 26, 46, 60, 75, 94, 122, 136, 147, 164, 178]","[14, 78, 144, 148, 312, 372, 411, 471, 544, 590]","[3, 75, 174, 234, 320, 336, 395, 513, 539]",130.4499969482422,123.30000305175781,,{},,127.5,2026-01-08,,
XOVR,['YTD_UP'],"                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  15.850000  ...  15.680000  15.680000
1   2025-04-24 13:30:00+00:00  15.760000  ...  16.675392  15.204609
2   2025-04-25 13:30:00+00:00  16.260000  ...  16.757896  15.382105
3   2025-04-28 13:30:00+00:00  16.410000  ...  16.753924  15.516077
4   2025-04-29 13:30:00+00:00  16.350000  ...  16.835598  15.580402
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  20.320000  ...  20.768853  19.703147
176 2026-01-05 14:30:00+00:00  20.139999  ...  20.763947  19.701053
177 2026-01-06 14:30:00+00:00  20.360001  ...  20.771597  19.698403
178 2026-01-07 14:30:00+00:00  20.570000  ...  20.793006  19.688994
179 2026-01-08 18:32:43+00:00  20.629999  ...  20.771794  19.687206

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  20.350000  ...  20.320000  20.320000
1   2025-12-29 14:35:00+00:00  20.345600  ...  20.434851  20.265147
2   2025-12-29 14:40:00+00:00  20.378599  ...  20.461651  20.278348
3   2025-12-29 14:45:00+00:00  20.410000  ...  20.447500  20.267500
4   2025-12-29 14:50:00+00:00  20.340000  ...  20.436746  20.259294
..                        ...        ...  ...        ...        ...
583 2026-01-08 18:15:00+00:00  20.230000  ...  20.322764  20.230866
584 2026-01-08 18:20:00+00:00  20.230000  ...  20.324123  20.225008
585 2026-01-08 18:25:00+00:00  20.235399  ...  20.322996  20.221635
586 2026-01-08 18:30:00+00:00  20.248400  ...  20.323817  20.215914
587 2026-01-08 18:32:43+00:00  20.230000  ...  20.324347  20.210883

[588 rows x 14 columns]",180,588,"[17, 76, 117, 129, 158]","[0, 40, 82, 91, 118, 126, 147, 165]","[2, 264, 266, 291, 398, 499]","[9, 16, 156, 249, 250, 282, 470, 554]",20.72319984436035,19.850000381469727,,{},,20.229999542236328,2026-01-08,,
XPH,"['HALFYEARLY_UP', 'QUARTERLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2025-04-23 13:30:00+00:00  39.630001  ...  39.200001  39.200001
1   2025-04-24 13:30:00+00:00  39.169998  ...  40.463381  38.596620
2   2025-04-25 13:30:00+00:00  39.720001  ...  40.722242  38.757759
3   2025-04-28 13:30:00+00:00  40.200001  ...  40.979517  38.850483
4   2025-04-29 13:30:00+00:00  40.320000  ...  41.547998  38.752002
..                        ...        ...  ...        ...        ...
175 2026-01-02 14:30:00+00:00  56.240002  ...  57.866860  54.338140
176 2026-01-05 14:30:00+00:00  55.369999  ...  57.769761  54.509239
177 2026-01-06 14:30:00+00:00  55.459999  ...  57.632992  54.760007
178 2026-01-07 14:30:00+00:00  55.849998  ...  57.654044  54.758955
179 2026-01-08 18:20:25+00:00  56.430000  ...  57.686666  54.788333

[180 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  57.220001  ...  57.095001  57.095001
1   2025-12-29 14:35:00+00:00  57.200001  ...  57.429797  56.935105
2   2025-12-29 14:40:00+00:00  57.088001  ...  57.357085  56.944850
3   2025-12-29 14:45:00+00:00  57.040001  ...  57.327985  56.913466
4   2025-12-29 14:55:00+00:00  56.930000  ...  57.316463  56.863058
..                        ...        ...  ...        ...        ...
396 2026-01-08 18:00:00+00:00  56.619999  ...  56.863362  56.509507
397 2026-01-08 18:05:00+00:00  56.610001  ...  56.774203  56.559417
398 2026-01-08 18:10:00+00:00  56.599998  ...  56.776817  56.531302
399 2026-01-08 18:15:00+00:00  56.500000  ...  56.783453  56.498666
400 2026-01-08 18:20:25+00:00  56.549999  ...  56.779370  56.488250

[401 rows x 14 columns]",180,401,[160],[138],"[219, 295, 297, 298, 339, 372]","[231, 314, 356]",57.09000015258789,54.224998474121094,,{},,56.54999923706055,2026-01-08,,
XRP,"['RECENT_WEEKLY_TOP', 'YTD_UP']","                        Date       Open  ...   BB_upper   BB_lower
0  2025-11-20 14:30:00+00:00  24.150000  ...  22.459999  22.459999
1  2025-11-21 14:30:00+00:00  21.790001  ...  23.090805  21.139194
2  2025-11-24 14:30:00+00:00  23.270000  ...  26.727792  19.538874
3  2025-11-25 14:30:00+00:00  24.770000  ...  26.787918  20.217082
4  2025-11-26 14:30:00+00:00  24.330000  ...  26.935177  20.660823
5  2025-11-28 14:30:00+00:00  24.980000  ...  26.759519  21.050481
6  2025-12-01 14:30:00+00:00  22.760000  ...  26.512665  20.907335
7  2025-12-02 14:30:00+00:00  23.110001  ...  26.388826  21.153424
8  2025-12-03 14:30:00+00:00  24.299999  ...  26.391896  21.350104
9  2025-12-04 14:30:00+00:00  23.980000  ...  26.228506  21.465294
10 2025-12-05 14:30:00+00:00  23.150000  ...  26.106371  21.377084
11 2025-12-08 14:30:00+00:00  23.490000  ...  25.976465  21.450035
12 2025-12-09 14:30:00+00:00  23.010000  ...  25.880636  21.546902
13 2025-12-10 14:30:00+00:00  23.100000  ...  25.777185  21.566958
14 2025-12-11 14:30:00+00:00  22.450001  ...  25.696990  21.517543
15 2025-12-12 14:30:00+00:00  22.809999  ...  25.637395  21.428730
16 2025-12-15 14:30:00+00:00  22.120001  ...  25.750147  21.026206
17 2025-12-16 14:30:00+00:00  21.520000  ...  25.730412  20.847255
18 2025-12-17 14:30:00+00:00  21.590000  ...  25.757906  20.583041
19 2025-12-18 14:30:00+00:00  21.400000  ...  25.866101  20.179799
20 2025-12-19 14:30:00+00:00  20.969999  ...  25.893749  20.049151
21 2025-12-22 14:30:00+00:00  21.700001  ...  25.920819  19.971081
22 2025-12-23 14:30:00+00:00  21.059999  ...  25.633753  19.849147
23 2025-12-24 14:30:00+00:00  20.910000  ...  25.431705  19.664195
24 2025-12-26 14:30:00+00:00  21.010000  ...  25.084431  19.591469
25 2025-12-29 14:30:00+00:00  20.920000  ...  24.801169  19.502731
26 2025-12-30 14:30:00+00:00  20.860001  ...  24.767666  19.377233
27 2025-12-31 14:30:00+00:00  20.950001  ...  24.472501  19.304499
28 2026-01-02 14:30:00+00:00  21.280001  ...  24.002070  19.527930
29 2026-01-05 14:30:00+00:00  23.750000  ...  24.692188  19.069813
30 2026-01-06 14:30:00+00:00  26.799999  ...  25.195402  18.826598
31 2026-01-07 14:30:00+00:00  24.760000  ...  25.360393  18.758607
32 2026-01-08 18:30:15+00:00  23.240000  ...  25.406268  18.740733

[33 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  20.920000  ...  20.940001  20.940001
1   2025-12-29 14:35:00+00:00  20.990000  ...  20.981155  20.920345
2   2025-12-29 14:40:00+00:00  20.979900  ...  21.012622  20.914378
3   2025-12-29 14:45:00+00:00  20.990000  ...  21.017403  20.922347
4   2025-12-29 14:50:00+00:00  20.969999  ...  21.014210  20.911991
..                        ...        ...  ...        ...        ...
580 2026-01-08 18:10:00+00:00  24.120001  ...  24.280819  23.768371
581 2026-01-08 18:15:00+00:00  23.999001  ...  24.246351  23.834279
582 2026-01-08 18:20:00+00:00  24.000000  ...  24.222553  23.875217
583 2026-01-08 18:25:00+00:00  23.965000  ...  24.217487  23.886782
584 2026-01-08 18:30:15+00:00  24.000000  ...  24.213644  23.896935

[585 rows x 14 columns]",33,585,"[2, 29]","[1, 19, 27]",[381],"[302, 538]",26.829999923706055,22.200000762939453,,{},,24.0,2026-01-08,,
XRP-USD,"['DAILY_TOP', 'HALFYEARLY_DOWN', 'MONTHLY_UP', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date      Open      High  ...    BB_std  BB_upper  BB_lower
0   2025-01-07 00:00:00+00:00  2.418794  2.460567  ...  0.000000  2.272350  2.272350
1   2025-01-08 00:00:00+00:00  2.272360  2.395157  ...  0.072800  2.469428  2.178227
2   2025-01-09 00:00:00+00:00  2.375308  2.389350  ...  0.058632  2.424887  2.190358
3   2025-01-10 00:00:00+00:00  2.275167  2.363935  ...  0.051080  2.418690  2.214369
4   2025-01-11 00:00:00+00:00  2.343246  2.592389  ...  0.124507  2.617591  2.119565
..                        ...       ...       ...  ...       ...       ...       ...
360 2026-01-02 00:00:00+00:00  1.877935  2.022835  ...  0.049213  1.985185  1.788331
361 2026-01-03 00:00:00+00:00  2.005801  2.053635  ...  0.053534  1.995732  1.781596
362 2026-01-04 00:00:00+00:00  2.017404  2.116791  ...  0.069987  2.038206  1.758257
363 2026-01-05 00:00:00+00:00  2.090030  2.360737  ...  0.122752  2.164672  1.673663
364 2026-01-06 18:46:00+00:00  2.348424  2.407138  ...  0.141776  2.221883  1.654780

[365 rows x 14 columns]","                          Date      Open  ...  BB_upper  BB_lower
0    2025-12-30 00:00:00+00:00  1.848226  ...  1.849372  1.849372
1    2025-12-30 00:05:00+00:00  1.849127  ...  1.849508  1.849088
2    2025-12-30 00:10:00+00:00  1.850500  ...  1.851629  1.848008
3    2025-12-30 00:15:00+00:00  1.851028  ...  1.852620  1.847928
4    2025-12-30 00:20:00+00:00  1.851606  ...  1.852512  1.848291
...                        ...       ...  ...       ...       ...
2236 2026-01-06 18:25:00+00:00  2.242284  ...  2.304884  2.214935
2237 2026-01-06 18:30:00+00:00  2.248976  ...  2.302016  2.214101
2238 2026-01-06 18:35:00+00:00  2.246745  ...  2.298822  2.213761
2239 2026-01-06 18:40:00+00:00  2.246233  ...  2.296085  2.213016
2240 2026-01-06 18:46:00+00:00  2.245119  ...  2.292891  2.212801

[2241 rows x 14 columns]",365,2241,"[10, 23, 39, 54, 71, 95, 126, 195, 212, 249, 269, 292, 307, 321, 363]","[0, 30, 52, 62, 91, 120, 207, 226, 237, 261, 283, 301, 319]",[],[],,,,"{'DAILY_TOP': {'sl': np.float64(2.4369312269347057), 'tp': np.float64(1.8614934001650125), 'entry': 2.2451186180114746, 'desc': 'Daily top confirmed near $2.36. Entry (short): $2.25.'}}",,2.2451186180114746,2026-01-06,,
XRPI,"['HALFYEARLY_DOWN', 'QUARTERLY_DOWN', 'RECENT_WEEKLY_TOP', 'YTD_UP']","                         Date    Open    High  ...    BB_std   BB_upper   BB_lower
0   2025-05-22 13:30:00+00:00  15.880  15.979  ...  0.000000  15.810000  15.810000
1   2025-05-23 13:30:00+00:00  15.405  15.599  ...  0.339412  16.248823  14.891177
2   2025-05-27 13:30:00+00:00  15.330  15.380  ...  0.293626  16.059586  14.885081
3   2025-05-28 13:30:00+00:00  15.100  15.100  ...  0.519762  16.281274  14.202227
4   2025-05-29 13:30:00+00:00  15.050  15.070  ...  0.490322  16.135444  14.174156
..                        ...     ...     ...  ...       ...        ...        ...
154 2026-01-02 14:30:00+00:00  11.000  11.570  ...  0.613603  12.494506  10.040094
155 2026-01-05 14:30:00+00:00  12.270  13.620  ...  0.752686  12.830221   9.819479
156 2026-01-06 14:30:00+00:00  13.850  13.890  ...  0.845877  13.082604   9.699096
157 2026-01-07 14:30:00+00:00  12.800  12.930  ...  0.872559  13.158319   9.668081
158 2026-01-08 18:33:10+00:00  12.000  12.530  ...  0.874260  13.163221   9.666179

[159 rows x 14 columns]","                         Date     Open     High  ...    BB_std   BB_upper   BB_lower
0   2025-12-29 14:30:00+00:00  10.7800  10.8301  ...  0.000000  10.816400  10.816400
1   2025-12-29 14:35:00+00:00  10.8350  10.8600  ...  0.007637  10.837074  10.806526
2   2025-12-29 14:40:00+00:00  10.8247  10.8300  ...  0.005444  10.832289  10.810511
3   2025-12-29 14:45:00+00:00  10.8300  10.8400  ...  0.010308  10.846666  10.805434
4   2025-12-29 14:50:00+00:00  10.8345  10.8345  ...  0.013909  10.849097  10.793463
..                        ...      ...      ...  ...       ...        ...        ...
575 2026-01-08 18:15:00+00:00  12.3800  12.4100  ...  0.046299  12.517599  12.332401
576 2026-01-08 18:20:00+00:00  12.4150  12.4150  ...  0.042676  12.512852  12.342147
577 2026-01-08 18:25:00+00:00  12.3850  12.3850  ...  0.040262  12.509529  12.348481
578 2026-01-08 18:30:00+00:00  12.4000  12.4150  ...  0.040262  12.509529  12.348481
579 2026-01-08 18:33:10+00:00  12.3700  12.3700  ...  0.041924  12.511353  12.343657

[580 rows x 14 columns]",159,580,"[16, 40, 53, 77, 91, 108, 118, 155]","[20, 50, 71, 86, 102, 114, 127, 145, 153]","[381, 518]","[302, 532]",13.859000205993652,11.470000267028809,,{},,12.369999885559082,2026-01-08,,
