ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date
QQQ,"['YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  473.820007  ...  463.380005  463.380005
1   2024-07-25 13:30:00+00:00  463.720001  ...  468.051651  453.598343
2   2024-07-26 13:30:00+00:00  462.649994  ...  467.218641  455.861355
3   2024-07-29 13:30:00+00:00  465.709991  ...  467.332648  456.927347
4   2024-07-30 13:30:00+00:00  465.850006  ...  467.311527  455.108468
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  619.840027  ...  633.390703  605.447292
361 2025-12-31 14:30:00+00:00  619.650024  ...  633.129843  604.939152
362 2026-01-02 14:30:00+00:00  620.059998  ...  632.680263  604.348729
363 2026-01-05 14:30:00+00:00  619.320007  ...  632.279339  604.254652
364 2026-01-06 18:46:45+00:00  619.219971  ...  631.932376  604.356619

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  622.250000  ...  622.580017  622.580017
1   2025-12-24 14:35:00+00:00  622.580017  ...  623.192580  621.297410
2   2025-12-24 14:40:00+00:00  621.900024  ...  622.890646  621.436014
3   2025-12-24 14:45:00+00:00  622.020020  ...  622.740192  621.484814
4   2025-12-24 14:50:00+00:00  621.969971  ...  622.686503  621.582027
..                        ...         ...  ...         ...         ...
558 2026-01-06 18:30:00+00:00  622.250977  ...  623.203225  620.392869
559 2026-01-06 18:35:00+00:00  622.010010  ...  623.128411  620.653193
560 2026-01-06 18:40:00+00:00  622.210022  ...  623.027191  621.004413
561 2026-01-06 18:45:00+00:00  622.719971  ...  623.053270  621.167335
562 2026-01-06 18:46:45+00:00  623.030029  ...  623.107513  621.306598

[563 rows x 14 columns]",365,563,"[5, 143, 167, 205]","[10, 159, 177, 185, 334]","[45, 221, 329, 358, 460, 522]","[51, 129, 354, 383, 406, 431, 478, 529]",625.3900146484375,610.6400146484375,,{},,623.030029296875,2026-01-06
SDOW,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  61.799999  ...  63.160000  63.160000
1   2024-07-25 13:30:00+00:00  63.240002  ...  63.489117  62.470882
2   2024-07-26 13:30:00+00:00  61.840000  ...  65.544294  58.349040
3   2024-07-29 13:30:00+00:00  59.520000  ...  64.938138  58.061862
4   2024-07-30 13:30:00+00:00  60.000000  ...  64.611671  57.532329
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  31.160000  ...  33.660746  30.368254
361 2025-12-31 14:30:00+00:00  31.370001  ...  33.443274  30.436726
362 2026-01-02 14:30:00+00:00  31.750000  ...  33.369769  30.390231
363 2026-01-05 14:30:00+00:00  31.260000  ...  33.372824  30.139175
364 2026-01-06 18:46:47+00:00  31.260000  ...  33.490462  29.705538

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  31.184999  ...  31.150000  31.150000
1   2025-12-24 14:35:00+00:00  31.170000  ...  31.163712  31.121288
2   2025-12-24 14:40:00+00:00  31.129999  ...  31.219525  31.003808
3   2025-12-24 14:45:00+00:00  31.040001  ...  31.246075  30.903925
4   2025-12-24 14:50:00+00:00  30.988001  ...  31.239128  30.856872
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  29.405001  ...  29.705701  29.315099
558 2026-01-06 18:35:00+00:00  29.400000  ...  29.665828  29.322172
559 2026-01-06 18:40:00+00:00  29.400000  ...  29.626776  29.329674
560 2026-01-06 18:45:00+00:00  29.383499  ...  29.606265  29.324825
561 2026-01-06 18:46:47+00:00  29.370001  ...  29.578041  29.327549

[562 rows x 14 columns]",365,562,"[8, 31, 70, 103, 117, 159, 177, 185, 227, 334]","[5, 77, 168, 181, 205, 328]","[197, 355, 404, 428]","[118, 187, 188, 375]",32.320098876953125,30.68000030517578,,"{'BREAKOUT_DOWN': {'sl': np.float64(31.038928985595703), 'tp': np.float64(26.03214454650879), 'entry': 29.3700008392334, 'desc': 'Breakdown below 20-day low ($30.20). Entry: $29.37.'}}",,29.3700008392334,2026-01-06
SDS,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'NINE_DAY_LOW', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  114.150002  ...  117.250000  117.250000
1   2024-07-25 13:30:00+00:00  117.250000  ...  119.642767  116.107233
2   2024-07-26 13:30:00+00:00  116.900002  ...  119.716835  114.816501
3   2024-07-29 13:30:00+00:00  115.349998  ...  119.347807  114.502195
4   2024-07-30 13:30:00+00:00  115.300003  ...  119.064042  114.855959
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00   67.349998  ...   71.822339   66.339659
361 2025-12-31 14:30:00+00:00   67.449997  ...   71.758743   66.283256
362 2026-01-02 14:30:00+00:00   67.779999  ...   71.728138   66.219861
363 2026-01-05 14:30:00+00:00   67.639999  ...   71.727630   66.046369
364 2026-01-06 18:46:12+00:00   67.639999  ...   71.778493   65.768506

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  67.180000  ...  67.120003  67.120003
1   2025-12-24 14:35:00+00:00  67.089996  ...  67.177427  67.092577
2   2025-12-24 14:40:00+00:00  67.139999  ...  67.173669  67.072999
3   2025-12-24 14:45:00+00:00  67.080002  ...  67.167919  67.062080
4   2025-12-24 14:50:00+00:00  67.073799  ...  67.187339  67.008261
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  66.800003  ...  67.083210  66.652729
558 2026-01-06 18:35:00+00:00  66.824997  ...  67.046737  66.659203
559 2026-01-06 18:40:00+00:00  66.764397  ...  66.991980  66.671959
560 2026-01-06 18:45:00+00:00  66.699997  ...  66.967161  66.664558
561 2026-01-06 18:46:12+00:00  66.690002  ...  66.934810  66.665909

[562 rows x 14 columns]",365,562,"[8, 31, 70, 159, 177, 185]","[5, 27, 77, 167, 205]","[127, 292, 381, 404, 428, 507, 528]","[115, 329, 359, 388, 415, 517]",68.87999725341797,66.75,,"{'BREAKOUT_DOWN': {'sl': np.float64(67.86000551496234), 'tp': np.float64(64.34999629429407), 'entry': 66.69000244140625, 'desc': 'Breakdown below 20-day low ($66.71). Entry: $66.69.'}}",,66.69000244140625,2026-01-06
SI=F,"['BREAKOUT_UP', 'DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'RECENT_WEEKLY_TOP', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-10-28 04:00:00+00:00  33.770000  ...  33.830002  33.830002
1   2024-10-29 04:00:00+00:00  34.269001  ...  34.670340  33.428663
2   2024-10-30 04:00:00+00:00  34.119999  ...  34.470383  33.538287
3   2024-10-31 04:00:00+00:00  33.525002  ...  35.070391  32.262611
4   2024-11-01 04:00:00+00:00  32.542000  ...  35.019505  31.863696
..                        ...        ...  ...        ...        ...
295 2025-12-30 05:00:00+00:00  71.330002  ...  76.827952  52.296349
296 2025-12-31 05:00:00+00:00  74.605003  ...  77.265937  53.073464
297 2026-01-02 05:00:00+00:00  71.375000  ...  77.620270  53.982630
298 2026-01-05 05:00:00+00:00  74.175003  ...  78.661964  54.872637
299 2026-01-06 18:36:44+00:00  76.529999  ...  80.602537  55.150364

[300 rows x 14 columns]","                          Date       Open  ...   BB_upper   BB_lower
0    2025-12-28 23:10:00+00:00  81.849998  ...  81.445000  81.445000
1    2025-12-28 23:15:00+00:00  81.445000  ...  82.603105  80.891897
2    2025-12-28 23:20:00+00:00  82.050003  ...  82.918973  81.004362
3    2025-12-28 23:25:00+00:00  82.345001  ...  82.727889  81.157114
4    2025-12-28 23:30:00+00:00  81.870003  ...  82.605621  81.202381
...                        ...        ...  ...        ...        ...
1535 2026-01-06 18:15:00+00:00  81.385002  ...  81.453373  80.396626
1536 2026-01-06 18:20:00+00:00  81.330002  ...  81.465424  80.453075
1537 2026-01-06 18:30:00+00:00  80.614998  ...  81.469304  80.446195
1538 2026-01-06 18:35:00+00:00  80.500000  ...  81.479050  80.424950
1539 2026-01-06 18:36:42+00:00  80.589996  ...  81.487192  80.404807

[1540 rows x 14 columns]",300,1540,"[244, 299]","[251, 270]","[2, 52, 80, 167, 444, 581, 1052, 1356]","[15, 94, 117, 153, 195, 527, 632, 802, 961]",82.38999938964844,69.375,,"{'DAILY_TOP': {'sl': np.float64(85.92185619899205), 'tp': np.float64(69.97129767281669), 'entry': 80.6050033569336, 'desc': 'Daily top confirmed near $81.49. Entry (short): $80.61.'}, 'BREAKOUT_UP': {'sl': np.float64(72.93714496067592), 'tp': np.float64(95.94072014944894), 'entry': 80.6050033569336, 'desc': 'Breakout above 20-day high ($77.37). Entry: $80.61.'}}",,80.6050033569336,2026-01-06
SLV,"['BREAKOUT_UP', 'DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  26.730000  ...  26.430000  26.430000
1   2024-07-25 13:30:00+00:00  25.240000  ...  27.362499  24.477502
2   2024-07-26 13:30:00+00:00  25.389999  ...  26.912866  24.633800
3   2024-07-29 13:30:00+00:00  25.540001  ...  26.678332  24.701668
4   2024-07-30 13:30:00+00:00  25.570000  ...  26.583032  24.852968
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  69.110001  ...  70.598029  47.758971
361 2025-12-31 14:30:00+00:00  65.540001  ...  71.018895  48.467105
362 2026-01-02 14:30:00+00:00  67.300003  ...  71.497948  49.256051
363 2026-01-05 14:30:00+00:00  69.449997  ...  72.235332  50.250668
364 2026-01-06 18:47:03+00:00  69.449997  ...  73.789491  50.737009

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  65.080002  ...  65.439903  65.439903
1   2025-12-24 14:35:00+00:00  65.440002  ...  65.960914  64.348992
2   2025-12-24 14:40:00+00:00  64.860001  ...  65.709532  64.437075
3   2025-12-24 14:45:00+00:00  64.919998  ...  65.649427  64.270530
4   2025-12-24 14:50:00+00:00  64.610001  ...  65.638828  64.045139
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  73.235001  ...  73.788402  72.913000
558 2026-01-06 18:35:00+00:00  73.014999  ...  73.786504  72.918898
559 2026-01-06 18:40:00+00:00  73.180000  ...  73.784005  72.929897
560 2026-01-06 18:45:00+00:00  73.235001  ...  73.780700  72.956022
561 2026-01-06 18:47:03+00:00  73.355003  ...  73.775704  72.984517

[562 rows x 14 columns]",365,562,"[309, 364]","[316, 335]","[118, 356]","[130, 341, 374, 504, 505]",71.12000274658203,63.56119918823242,,"{'DAILY_TOP': {'sl': np.float64(77.39142499651227), 'tp': np.float64(65.28216007777624), 'entry': 73.3550033569336, 'desc': 'Daily top confirmed near $73.84. Entry (short): $73.36.'}, 'BREAKOUT_UP': {'sl': np.float64(67.56857408796039), 'tp': np.float64(84.92786189488001), 'entry': 73.3550033569336, 'desc': 'Breakout above 20-day high ($71.12). Entry: $73.36.'}}",,73.3550033569336,2026-01-06
SOL-USD,"['HALFYEARLY_DOWN', 'MONTHLY_UP', 'QUARTERLY_DOWN', 'RSI_OVERBOUGHT', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2025-01-07 00:00:00+00:00  218.412933  ...  202.230255  202.230255
1   2025-01-08 00:00:00+00:00  202.227875  ...  206.500733  193.288574
2   2025-01-09 00:00:00+00:00  197.559052  ...  212.731951  177.144443
3   2025-01-10 00:00:00+00:00  185.013138  ...  209.384436  176.812448
4   2025-01-11 00:00:00+00:00  187.571182  ...  206.902063  177.253650
..                        ...         ...  ...         ...         ...
360 2026-01-02 00:00:00+00:00  126.761124  ...  131.312229  118.959337
361 2026-01-03 00:00:00+00:00  132.133392  ...  132.258266  118.395038
362 2026-01-04 00:00:00+00:00  133.298218  ...  133.500114  117.767439
363 2026-01-05 00:00:00+00:00  133.902634  ...  135.581906  116.559525
364 2026-01-06 18:45:00+00:00  137.970261  ...  137.436911  116.131898

[365 rows x 14 columns]","                          Date        Open  ...    BB_upper    BB_lower
0    2025-12-30 00:00:00+00:00  123.124611  ...  123.115868  123.115868
1    2025-12-30 00:05:00+00:00  123.102654  ...  123.122117  123.102782
2    2025-12-30 00:10:00+00:00  123.152969  ...  123.125179  123.090529
3    2025-12-30 00:15:00+00:00  123.096970  ...  123.121667  123.093154
4    2025-12-30 00:20:00+00:00  123.106972  ...  123.119954  123.091881
...                        ...         ...  ...         ...         ...
2236 2026-01-06 18:25:00+00:00  137.398926  ...  139.293846  136.620481
2237 2026-01-06 18:30:00+00:00  137.393585  ...  139.192576  136.597312
2238 2026-01-06 18:35:00+00:00  137.506454  ...  139.080204  136.594396
2239 2026-01-06 18:40:00+00:00  137.502289  ...  138.965316  136.580575
2240 2026-01-06 18:45:00+00:00  137.393585  ...  138.792321  136.609181

[2241 rows x 14 columns]",365,2241,"[11, 54, 126, 196, 218, 233, 254, 268, 307]","[6, 30, 50, 62, 91, 117, 149, 166, 207, 224, 261, 277]",[2200],[2173],142.86825561523438,138.77471923828125,,{},,137.39358520507812,2026-01-06
SOXL,"['BREAKOUT_UP', 'DAILY_TOP', 'HALFYEARLY_UP', 'MONTHLY_UP', 'NINE_DAY_HIGH', 'QUARTERLY_UP', 'RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  48.430000  ...  42.900002  42.900002
1   2024-07-25 13:30:00+00:00  41.509998  ...  45.752350  36.927650
2   2024-07-26 13:30:00+00:00  42.240002  ...  44.724406  38.342260
3   2024-07-29 13:30:00+00:00  43.369999  ...  44.222648  38.982352
4   2024-07-30 13:30:00+00:00  42.380001  ...  45.243757  36.216244
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  44.150002  ...  50.810794  37.071206
361 2025-12-31 14:30:00+00:00  43.889999  ...  50.775342  36.929659
362 2026-01-02 14:30:00+00:00  45.130001  ...  50.869110  36.901890
363 2026-01-05 14:30:00+00:00  50.349998  ...  51.453706  36.723294
364 2026-01-06 18:47:17+00:00  50.345001  ...  52.918183  35.974817

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  43.759998  ...  44.139000  44.139000
1   2025-12-24 14:35:00+00:00  44.150002  ...  44.441421  43.505780
2   2025-12-24 14:40:00+00:00  43.799999  ...  44.335302  43.656165
3   2025-12-24 14:45:00+00:00  44.040001  ...  44.270515  43.715586
4   2025-12-24 14:50:00+00:00  43.990002  ...  44.229614  43.747267
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  53.428600  ...  53.637270  53.038041
558 2026-01-06 18:35:00+00:00  53.375000  ...  53.654792  53.034518
559 2026-01-06 18:40:00+00:00  53.520000  ...  53.688570  53.051240
560 2026-01-06 18:45:00+00:00  53.634998  ...  53.712385  53.041425
561 2026-01-06 18:47:17+00:00  53.660000  ...  53.733081  53.031719

[562 rows x 14 columns]",365,562,"[5, 20, 45, 57, 68, 101, 124, 144, 202, 303, 318, 347, 364]","[10, 31, 70, 81, 104, 127, 177, 305, 334, 352]","[360, 443, 515]","[352, 429]",53.65010070800781,42.029998779296875,,"{'DAILY_TOP': {'sl': np.float64(56.919285093035015), 'tp': np.float64(47.1414293561663), 'entry': 53.65999984741211, 'desc': 'Daily top confirmed near $53.89. Entry (short): $53.66.'}, 'BREAKOUT_UP': {'sl': np.float64(46.62071582249233), 'tp': np.float64(67.73856789725167), 'entry': 53.65999984741211, 'desc': 'Breakout above 20-day high ($49.65). Entry: $53.66.'}}",,53.65999984741211,2026-01-06
SOXS,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'QUARTERLY_DOWN', 'RSI_OVERSOLD', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  23.580000  ...  26.190001  26.190001
1   2024-07-25 13:30:00+00:00  26.990000  ...  29.578156  24.571844
2   2024-07-26 13:30:00+00:00  26.190001  ...  28.803889  24.816111
3   2024-07-29 13:30:00+00:00  25.510000  ...  28.388128  25.061872
4   2024-07-30 13:30:00+00:00  26.080000  ...  29.994830  24.501169
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00   3.000000  ...   3.589410   2.663590
361 2025-12-31 14:30:00+00:00   3.010000  ...   3.582828   2.661172
362 2026-01-02 14:30:00+00:00   2.910000  ...   3.596903   2.620097
363 2026-01-05 14:30:00+00:00   2.580000  ...   3.615813   2.553187
364 2026-01-06 18:46:31+00:00   2.580000  ...   3.666978   2.441073

[365 rows x 14 columns]","                         Date    Open    High  ...    BB_std  BB_upper  BB_lower
0   2025-12-24 14:30:00+00:00  3.0200  3.0300  ...  0.000000  2.995000  2.995000
1   2025-12-24 14:35:00+00:00  2.9912  3.0200  ...  0.014142  3.033285  2.976715
2   2025-12-24 14:40:00+00:00  3.0186  3.0200  ...  0.011547  3.024761  2.978572
3   2025-12-24 14:45:00+00:00  2.9950  3.0100  ...  0.010288  3.024301  2.983149
4   2025-12-24 14:50:00+00:00  3.0001  3.0100  ...  0.008970  3.021200  2.985320
..                        ...     ...     ...  ...       ...       ...       ...
557 2026-01-06 18:30:00+00:00  2.4112  2.4200  ...  0.008261  2.433102  2.400058
558 2026-01-06 18:35:00+00:00  2.4150  2.4200  ...  0.008426  2.432847  2.399143
559 2026-01-06 18:40:00+00:00  2.4050  2.4100  ...  0.008854  2.432459  2.397041
560 2026-01-06 18:45:00+00:00  2.4005  2.4100  ...  0.008794  2.432393  2.397218
561 2026-01-06 18:46:31+00:00  2.4005  2.4005  ...  0.009110  2.432799  2.396361

[562 rows x 14 columns]",365,562,"[10, 31, 81, 177, 185]","[5, 20, 45, 144, 166, 178, 202]","[352, 371, 429, 430]","[360, 443, 515]",3.130000114440918,2.4000000953674316,,"{'BREAKOUT_DOWN': {'sl': np.float64(2.872857247080122), 'tp': np.float64(1.455785683223179), 'entry': 2.4005000591278076, 'desc': 'Breakdown below 20-day low ($2.64). Entry: $2.40.'}}",,2.4005000591278076,2026-01-06
SPXL,"['BREAKOUT_UP', 'HALFYEARLY_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  148.149994  ...  141.910004  141.910004
1   2024-07-25 13:30:00+00:00  141.899994  ...  144.040123  137.449883
2   2024-07-26 13:30:00+00:00  142.449997  ...  146.304819  137.381847
3   2024-07-29 13:30:00+00:00  145.360001  ...  146.843170  138.066826
4   2024-07-30 13:30:00+00:00  145.500000  ...  146.193837  138.562163
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  226.199997  ...  232.530706  212.711294
361 2025-12-31 14:30:00+00:00  225.759995  ...  232.529770  212.701230
362 2026-01-02 14:30:00+00:00  224.100006  ...  232.470506  212.626494
363 2026-01-05 14:30:00+00:00  224.880005  ...  232.708538  212.636462
364 2026-01-06 18:45:58+00:00  224.880005  ...  233.416977  212.441023

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  226.979996  ...  227.252701  227.252701
1   2025-12-24 14:35:00+00:00  227.350006  ...  227.374022  226.998674
2   2025-12-24 14:40:00+00:00  227.119995  ...  227.459122  227.016006
3   2025-12-24 14:45:00+00:00  227.360001  ...  227.535311  227.028532
4   2025-12-24 14:50:00+00:00  227.440002  ...  227.799108  226.931965
..                        ...         ...  ...         ...         ...
556 2026-01-06 18:25:00+00:00  229.229996  ...  229.826285  227.474862
557 2026-01-06 18:30:00+00:00  229.059998  ...  229.774866  227.658772
558 2026-01-06 18:35:00+00:00  229.020004  ...  229.752624  227.838894
559 2026-01-06 18:40:00+00:00  229.289993  ...  229.700169  228.099788
560 2026-01-06 18:45:58+00:00  229.660004  ...  229.741628  228.220330

[561 rows x 14 columns]",365,561,"[5, 27, 77, 125, 143, 167, 205, 303, 318, 348]","[8, 31, 70, 104, 117, 159, 177, 185, 227, 305, 334, 352]","[115, 329, 359, 517]","[127, 292, 381, 404, 428, 507, 528]",229.2899932861328,218.75999450683594,,"{'BREAKOUT_UP': {'sl': np.float64(224.23357718331474), 'tp': np.float64(240.51285661969865), 'entry': 229.66000366210938, 'desc': 'Breakout above 20-day high ($229.38). Entry: $229.66.'}}",,229.66000366210938,2026-01-06
SPXS,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'NINE_DAY_LOW', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  77.099998  ...  80.300003  80.300003
1   2024-07-25 13:30:00+00:00  80.300003  ...  82.597053  79.202950
2   2024-07-26 13:30:00+00:00  79.900002  ...  82.700002  77.899999
3   2024-07-29 13:30:00+00:00  78.400002  ...  82.326597  77.623404
4   2024-07-30 13:30:00+00:00  78.199997  ...  82.097185  77.982817
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  34.599998  ...  37.109350  33.623650
361 2025-12-31 14:30:00+00:00  34.680000  ...  37.087833  33.618168
362 2026-01-02 14:30:00+00:00  34.930000  ...  37.085374  33.615627
363 2026-01-05 14:30:00+00:00  34.820000  ...  37.081600  33.552401
364 2026-01-06 18:46:39+00:00  34.820000  ...  37.113051  33.411620

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  34.470001  ...  34.430000  34.430000
1   2025-12-24 14:35:00+00:00  34.410000  ...  34.468285  34.411716
2   2025-12-24 14:40:00+00:00  34.450001  ...  34.468619  34.392782
3   2025-12-24 14:45:00+00:00  34.410000  ...  34.462769  34.388282
4   2025-12-24 14:50:00+00:00  34.400002  ...  34.479317  34.345524
..                        ...        ...  ...        ...        ...
556 2026-01-06 18:30:00+00:00  34.168999  ...  34.407443  34.054876
557 2026-01-06 18:35:00+00:00  34.185001  ...  34.380639  34.057721
558 2026-01-06 18:40:00+00:00  34.149899  ...  34.353118  34.056232
559 2026-01-06 18:45:00+00:00  34.080002  ...  34.319810  34.058540
560 2026-01-06 18:46:39+00:00  34.066700  ...  34.296572  34.054457

[561 rows x 14 columns]",365,561,"[8, 31, 70, 159, 177, 185]","[5, 27, 76, 77, 167, 205]","[127, 292, 381, 404, 428, 507, 528]","[115, 329, 359, 414, 517]",35.779998779296875,34.125,,"{'BREAKOUT_DOWN': {'sl': np.float64(34.944257736206055), 'tp': np.float64(32.31158447265625), 'entry': 34.06669998168945, 'desc': 'Breakdown below 20-day low ($34.11). Entry: $34.07.'}}",,34.06669998168945,2026-01-06
SPXU,"['BREAKOUT_DOWN', 'HALFYEARLY_DOWN', 'NINE_DAY_LOW', 'YEARLY_DOWN', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  113.360001  ...  117.839996  117.839996
1   2024-07-25 13:30:00+00:00  117.839996  ...  121.744994  115.975000
2   2024-07-26 13:30:00+00:00  117.400002  ...  121.736764  114.129899
3   2024-07-29 13:30:00+00:00  115.040001  ...  121.142934  113.697063
4   2024-07-30 13:30:00+00:00  114.919998  ...  120.726466  114.249532
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00   48.520000  ...   53.006654   47.349346
361 2025-12-31 14:30:00+00:00   48.610001  ...   52.941854   47.304146
362 2026-01-02 14:30:00+00:00   48.950001  ...   52.913362   47.252638
363 2026-01-05 14:30:00+00:00   48.799999  ...   52.911348   47.085652
364 2026-01-06 18:46:10+00:00   48.794998  ...   52.965982   46.806018

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  48.330002  ...  48.252499  48.252499
1   2025-12-24 14:35:00+00:00  48.244999  ...  48.305140  48.227358
2   2025-12-24 14:40:00+00:00  48.290001  ...  48.296021  48.222310
3   2025-12-24 14:45:00+00:00  48.240002  ...  48.293781  48.209967
4   2025-12-24 14:50:00+00:00  48.220001  ...  48.317231  48.153767
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  47.890701  ...  48.195052  47.730988
558 2026-01-06 18:35:00+00:00  47.895000  ...  48.153464  47.738575
559 2026-01-06 18:40:00+00:00  47.853600  ...  48.094800  47.753179
560 2026-01-06 18:45:00+00:00  47.785000  ...  48.067041  47.746888
561 2026-01-06 18:46:10+00:00  47.759998  ...  48.033458  47.745971

[562 rows x 14 columns]",365,562,"[8, 31, 70, 159, 177, 185]","[5, 27, 77, 167, 205]","[127, 292, 381, 404, 428, 507, 528]","[115, 329, 330, 359, 388, 413, 517]",50.15999984741211,47.849998474121094,,"{'BREAKOUT_DOWN': {'sl': np.float64(49.05928530011858), 'tp': np.float64(45.161424364362446), 'entry': 47.7599983215332, 'desc': 'Breakdown below 20-day low ($47.82). Entry: $47.76.'}}",,47.7599983215332,2026-01-06
